"gene";"mean";"sd";"se"
"ACSL6";0;0;0
"ACSM3";1.79627409907921e-06;9.0961302595708e-06;8.58695279435942e-11
"ACSS2";-1.31676928007583e-05;5.99847031519892e-06;2.09327745184145e-10
"ACTB";6.79252557178302e-07;6.72415876954096e-06;4.56228747374676e-11
"ACTBL2";-2.20030717123403e-06;1.69567465797584e-05;2.92036705219603e-10
"ACTG1";0.000121004305828419;0.000187045515408795;4.95871953392198e-08
"ACTN1";-0.000264949060728867;0.000223426973603518;1.20059300010374e-07
"ACTR10";-1.89683156827316e-07;2.93636856059836e-06;8.64816728963151e-12
"ACTR1A";-8.55143273421568e-06;1.52442810107008e-05;3.05243623911667e-10
"ACTR3C";6.69895654927885e-07;3.51756596730747e-06;1.28075757677875e-11
"ACVR1";0;0;0
"ACVR1B";-3.65449675950678e-07;4.41553811668465e-07;3.28295465830146e-13
"ACVR2A";8.66876184929711e-06;3.33924262654603e-05;1.18889893056238e-09
"ACVR2B";-6.26392603004738e-07;7.87528682770554e-06;6.23400568740929e-11
"ACY3";-2.94385579492028e-05;8.70190725723551e-05;8.4301015184354e-09
"ACYP1";-5.76796046568249e-05;9.54801521024553e-05;1.24327461694299e-08
"ACYP2";0;0;0
"ADA";7.05673063379551e-07;3.88733770564405e-06;1.55917154119265e-11
"ADAD2";-7.51061889345265e-07;7.11160131390445e-06;5.1079884413704e-11
"ADAL";-4.8404607887926e-05;9.37394121823264e-05;1.11198181837398e-08
"ADAM19";-5.27196404829447e-05;0.000101403519910289;1.30500218733962e-08
"ADAM2";2.84466855558659e-05;0.000128937329135615;1.74146272277068e-08
"ADAM32";2.79987364048704e-05;5.29106054075844e-05;3.58019092336581e-09
"ADAM7";-6.78084187333179e-09;9.11463193819426e-06;8.29795093446319e-11
"ADAMTS1";0.000299043604733595;0.000261577415201517;1.57769888563252e-07
"ADAMTS13";7.17867306431145e-06;0.00014911372583785;2.22604612259652e-08
"ADAMTS16";1.67110662559053e-06;3.65472337488571e-06;1.61339963256233e-11
"ADAMTS19";-2.12446373936891e-06;1.8312374046169e-05;3.39464633495101e-10
"ADAMTS3";-2.26796707117179e-05;5.42195632028972e-05;3.45069419723166e-09
"ADAMTS4";-2.09844311574127e-05;1.95860289440168e-05;8.23510735317322e-10
"ADAMTS5";-0.000140011178575248;0.000213265790768258;6.50322941129095e-08
"ADAMTS7";3.2967072296926e-05;9.08142321877612e-05;9.32441801530968e-09
