"gene";"mean";"sd";"se"
"ACTG1";-3.0182481750516e-05;3.56996564735331e-05;2.16971353531482e-09
"ACTN1";1.8089725706428e-05;1.32941662535498e-05;5.017911207037e-10
"ACTR10";8.2035507758668e-05;8.61300469231906e-05;1.40566245164235e-08
"ACTR1A";7.52824444267062e-06;5.13237805534762e-05;2.65828478567392e-09
"ACTR3C";-0.000214182566760906;0.000166172466115329;7.31465556029073e-08
"ACVR1";3.09240967257119e-05;5.29480215352589e-05;3.72518171829945e-09
"ACVR1B";-0.000245769728642674;0.000286168278264037;1.41284027156208e-07
"ACVR2A";1.99866739957638e-05;6.16042092921058e-05;4.14769291766536e-09
"ACVR2B";-1.38714692015932e-05;4.44679923820304e-05;2.14540762965106e-09
"ACY3";2.66157377961295e-05;2.71796979975924e-05;1.43801328434869e-09
"ACYP1";-3.64870349619764e-05;8.55596230307399e-05;8.56137689874841e-09
"ACYP2";7.38080632642803e-06;5.06397700801463e-06;7.98035742630062e-11
"ADA";-1.06844987513024e-05;2.29377672165349e-05;6.33804108509736e-10
"ADAD2";-4.99767207597347e-07;1.82169123250458e-05;3.28008675566389e-10
"ADAL";-3.46268900552756e-05;0.00025726111316793;6.65652243281372e-08
"ADAM19";-0.0002225512114494;0.000524293784054314;3.21019384431661e-07
"ADAM2";2.43155809273485e-06;2.18840228346136e-05;4.7891045542589e-10
"ADAM32";5.39399733247289e-05;0.000152660127956708;2.59269179249969e-08
"ADAM7";0;0;0
